calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,alcohol,ash,caffeine,theobromine,water
457,17.0,7.7,0.0,569.0,39.7,9.0,0.0,0.8,0.759,0.2,0.099,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.172,0.5,0.0,0.62,11.1,74.0,0.302,2.0,41.0,0.562,145.0,225.0,14.5,0.92,7.5,0.274,0.306,0.42,0.147,2.183,0.268,0.163,0.0,0.287,0.531,0.253,0.131,0.357,0.743,0.365,0.251,0.096,0.234,0.332,70.9,2.4,38.8,0.0,0.0,0.0,0.0,0.0,0.0,16.7,7.68,5.39,2.15,0.0,2.2,8.0,87.0,2.5
458,17.0,0.0,0.0,868.0,0.0,0.0,0.0,6.49,0.73,0.55,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,47.0,0.109,4.43,26.0,0.626,118.0,296.0,0.0,0.81,9.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,0.0,2.4,0.46,0.0,0.94,0.0,1.0,0.0,16.82,0.0,0.0,0.0,0.0,2.91,0.0,0.0,3.5
465,21.0,4.5,0.0,635.0,29.7,74.0,34.0,6.277,0.0,0.232,0.334,3.0,0.0,0.0,2.0,0.0,79.0,0.0,0.22,0.0,0.0,2.63,4.5,33.0,0.309,3.07,107.0,0.0,256.0,330.0,18.7,2.05,14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59,9.4,9.41,0.0,0.0,0.0,0.0,0.0,0.0,21.18,4.525,9.779,4.497,0.0,2.79,0.0,0.0,7.32
48,3.0,0.9,4.0,347.0,0.0,1.0,0.0,0.336,0.08,0.025,0.012,230.0,67.0,0.0,0.0,0.0,0.0,0.04,0.007,0.1,0.0,0.0,0.0,14.0,0.051,0.25,1.0,0.154,15.0,36.0,0.0,0.26,1.41,0.061,0.068,0.099,0.021,0.319,0.056,0.038,0.0,0.07,0.108,0.088,0.033,0.063,0.105,0.062,0.053,0.017,0.048,0.071,3.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.85,1.34,0.61,0.0,1.17,0.0,0.0,90.62
104,2.5,1.8,7.0,163.0,0.0,4.0,0.0,0.091,0.29,0.146,0.032,170.0,49.0,0.0,12.0,0.0,0.0,0.26,0.145,0.7,0.0,0.0,0.0,113.0,0.025,0.2,16.0,0.037,89.0,159.0,2.3,0.37,3.1,0.103,0.123,0.225,0.028,0.614,0.066,0.079,0.0,0.174,0.283,0.227,0.072,0.141,0.275,0.158,0.131,0.041,0.138,0.195,17.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.8,0.52,0.07,0.0,1.0,0.0,0.0,75.6
200,5.2,0.8,0.0,6.0,81.2,193.0,0.0,20.62,2.93,0.45,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.68,0.0,0.0,0.0,0.0,66.0,1.09,13.88,606.0,17.38,1314.0,1284.0,0.0,11.23,17.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.51,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.77,0.8,2.72,0.0,6.04,0.0,0.0,11.72
116,8.0,1.2,0.0,2873.0,0.0,29.0,0.0,0.379,0.132,0.101,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.2,0.0,0.0,0.0,1229.0,0.376,1.98,58.0,1.174,73.0,75.0,17.3,1.56,8.15,0.399,0.707,1.052,0.029,1.698,0.379,0.222,0.0,0.438,0.719,0.456,0.109,0.431,0.56,0.524,0.405,0.121,0.362,0.449,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.157,1.767,4.516,0.0,8.69,0.0,0.0,70.01
157,4.5,1.7,92.0,90.0,146.8,5.0,0.0,3.77,0.48,0.35,0.083,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.177,0.0,33.0,0.38,1.4,21.0,0.119,2.06,34.0,0.011,218.0,205.0,20.7,5.32,29.12,1.732,1.713,2.512,0.329,4.606,1.496,1.057,0.147,1.434,2.317,2.4,0.68,1.175,1.216,1.091,1.272,0.295,0.928,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,1.658,2.194,0.292,0.0,0.97,0.0,0.0,63.28
112,2.9,0.9,83.0,86.0,0.0,13.0,0.0,7.83,1.37,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.43,0.0,0.0,0.26,0.0,15.0,0.113,0.85,25.0,0.029,211.0,328.0,8.6,3.23,20.2,1.201,1.188,1.743,0.228,3.195,1.038,0.733,0.0,0.995,1.608,1.664,0.471,0.815,0.843,0.757,0.882,0.204,0.644,1.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.86,0.92,0.3,0.0,1.08,0.0,0.0,75.91
505,24.0,9.7,3.0,311.0,0.0,71.0,0.0,2.2,0.0,0.185,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.45,0.0,0.0,0.0,2.7,18.0,0.0,40.0,110.0,0.0,0.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55,1.7,35.3,0.0,0.0,0.0,0.0,0.0,0.0,23.9,9.65,4.95,7.65,0.0,0.0,0.0,0.0,2.35
350,2.5,0.0,0.0,1200.0,13.1,122.0,98.0,4.906,0.0,0.41,0.582,2.0,0.0,0.0,1.0,0.0,16.0,0.0,0.065,1.2,0.0,0.24,0.9,22.0,0.165,4.52,23.0,0.0,117.0,128.0,30.9,0.74,10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.95,2.7,0.85,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.685,1.438,0.0,3.59,0.0,0.0,12.08
162,3.4,1.3,72.0,50.0,0.0,9.0,0.0,6.143,1.212,0.37,0.144,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.485,0.0,0.0,0.55,0.0,5.0,0.349,4.07,29.0,0.019,285.0,392.0,10.5,4.12,30.76,1.717,1.84,2.582,0.302,4.367,1.566,0.948,0.288,1.291,2.293,2.513,0.755,1.126,1.305,1.099,1.236,0.275,0.961,1.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,1.342,0.97,0.161,0.0,1.34,0.0,0.0,64.93
123,4.7,1.7,65.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,1.2,1.187,1.741,0.228,3.192,1.037,0.732,0.102,0.993,1.607,1.663,0.471,0.814,0.842,0.756,0.881,0.204,0.643,1.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,1.672,1.943,0.456,0.0,1.03,0.0,0.0,74.7
574,49.0,8.5,0.0,256.0,63.0,57.0,0.0,4.43,0.57,0.15,0.07,8.0,0.0,1.0,5.0,0.0,30.0,0.0,0.1,1.8,0.0,0.56,4.5,52.0,1.275,8.07,550.0,4.49,1174.0,788.0,9.4,7.64,29.84,1.466,5.284,2.922,0.327,6.108,1.819,0.77,0.0,1.265,2.388,1.22,0.595,1.711,1.299,1.652,0.985,0.569,1.079,1.559,14.71,6.5,1.29,0.07,0.0,0.07,0.0,0.0,1.14,49.05,8.544,15.734,19.856,0.0,4.37,0.0,0.0,2.03
440,12.0,4.5,0.0,510.0,0.0,251.0,0.0,10.9,0.0,1.12,1.11,3416.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,9.4,10.0,0.0,44.0,68.0,0.0,0.5,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,1.5,35.3,0.0,0.0,0.0,0.0,0.0,0.0,11.8,4.5,2.4,4.0,0.0,0.0,0.0,0.0,2.5
36,0.4,0.1,0.0,50.0,45.1,76.0,0.0,0.635,0.115,0.115,0.047,11493.0,575.0,127.0,6818.0,28.0,10898.0,0.0,0.114,26.4,0.0,1.25,623.2,210.0,0.055,1.12,30.0,0.663,27.0,251.0,1.5,0.27,2.97,0.127,0.152,0.228,0.03,0.248,0.114,0.057,0.0,0.121,0.184,0.141,0.04,0.105,0.126,0.095,0.105,0.038,0.08,0.145,7.1,2.8,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.06,0.02,0.21,0.0,1.05,0.0,0.0,88.47
269,15.0,4.1,90.0,84.0,79.8,9.0,3.0,8.992,1.079,0.193,0.087,89.0,27.0,0.0,0.0,0.0,0.0,0.31,0.41,0.0,6.0,0.63,2.4,17.0,0.075,1.38,25.0,0.034,191.0,234.0,21.7,2.04,28.56,1.632,1.766,2.526,0.382,4.297,1.744,0.845,0.0,1.439,2.092,2.32,0.762,1.121,1.374,1.012,1.181,0.323,0.928,1.392,3.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,4.06,5.89,3.41,0.0,0.98,0.0,0.0,52.41
266,9.7,4.5,17.0,598.0,16.4,93.0,52.0,3.825,0.0,0.195,0.39,358.0,69.0,0.0,92.0,0.0,58.0,0.42,0.08,1.4,0.0,0.83,6.7,188.0,0.105,2.48,24.0,0.36,216.0,172.0,19.9,1.34,11.39,0.419,0.486,0.839,0.163,3.535,0.341,0.355,0.0,0.564,1.139,0.77,0.264,0.664,1.357,0.7,0.41,0.0,0.522,0.72,33.33,2.3,3.58,1.0,0.13,0.78,0.42,1.05,0.2,9.69,4.465,2.608,1.681,0.0,2.41,0.0,0.0,43.17
129,0.0,0.0,0.0,110.0,23.0,4.0,0.0,0.074,0.0,0.122,0.029,461.0,133.0,0.0,12.0,0.0,0.0,0.52,0.029,0.0,0.0,0.0,0.0,147.0,0.03,0.0,9.0,0.0,75.0,196.0,1.9,0.31,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94,7.4,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,65.52
470,44.0,8.6,26.0,24.0,0.0,0.0,0.0,1.43,0.0,0.06,0.06,257.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.2,16.0,0.0,134.0,206.0,0.0,0.47,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,8.6,15.6,17.3,0.0,3.0,0.0,0.0,34.0
208,11.0,1.5,142.0,307.0,75.0,10.0,0.0,5.245,0.642,0.227,0.08,108.0,32.0,0.0,0.0,0.0,0.0,8.94,0.167,0.0,193.0,2.04,2.6,382.0,0.186,2.92,39.0,0.108,490.0,397.0,52.7,1.31,24.62,1.489,1.473,2.52,0.264,3.674,1.181,0.725,0.0,1.134,2.001,2.26,0.729,0.961,0.87,1.004,1.079,0.276,0.831,1.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,1.528,3.869,5.148,0.0,3.38,0.0,0.0,59.61
370,10.0,1.3,0.0,295.0,0.0,154.0,0.0,7.69,0.0,0.64,0.57,962.0,0.0,0.0,0.0,0.0,0.0,2.0,0.76,23.0,187.0,2.6,0.0,385.0,0.0,10.39,115.0,0.0,431.0,326.0,0.0,1.89,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,9.2,23.79,0.0,0.0,0.0,0.0,0.0,0.0,10.39,1.29,4.69,3.5,0.0,4.4,0.0,0.0,9.19
316,12.0,2.3,42.0,585.0,0.0,75.0,57.0,2.382,0.359,0.31,0.303,241.0,0.0,0.0,0.0,0.0,0.0,0.16,0.093,0.3,0.0,0.0,0.0,259.0,0.059,2.61,23.0,0.186,177.0,145.0,13.4,0.61,7.1,0.345,0.319,0.466,0.127,1.628,0.239,0.182,0.0,0.304,0.655,0.304,0.156,0.35,0.637,0.378,0.261,0.077,0.271,0.364,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2.311,3.012,6.162,0.0,3.4,0.0,0.0,33.0
164,5.9,2.6,84.0,71.0,83.8,7.0,0.0,6.275,0.646,0.177,0.043,10.0,3.0,0.0,0.0,0.0,0.0,2.79,0.391,0.0,2.0,0.13,1.2,9.0,0.091,2.85,24.0,0.012,222.0,376.0,21.1,6.45,25.8,1.618,1.681,2.326,0.266,3.872,1.753,0.839,0.0,1.142,2.014,2.139,0.664,1.007,1.316,1.034,1.0,0.131,0.794,1.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,2.589,2.365,0.284,0.0,1.09,0.0,0.0,66.9
99,6.3,1.8,11.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,58.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.75,1.27,1.9,0.0,1.0,0.0,0.0,82.1
142,6.9,2.8,66.0,77.0,0.0,0.0,0.0,5.397,0.525,0.154,0.119,16.0,5.0,0.0,0.0,0.0,0.0,1.9,0.16,0.0,2.0,0.22,0.0,18.0,0.116,1.52,23.0,0.009,189.0,327.0,5.5,2.69,19.98,0.993,1.345,0.0,0.262,2.792,0.854,0.423,0.0,0.895,1.543,1.745,0.652,0.787,0.641,0.681,0.953,0.221,0.692,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,2.764,2.009,0.416,0.0,1.05,0.0,0.0,71.4
239,12.0,3.1,96.0,97.0,0.0,9.0,0.0,7.07,1.261,0.249,0.093,79.0,24.0,0.0,0.0,0.0,0.0,0.33,0.37,0.0,0.0,0.0,0.0,18.0,0.089,1.49,25.0,0.033,187.0,253.0,20.5,2.91,28.99,1.575,1.742,2.568,0.375,4.425,1.42,0.897,0.0,1.528,2.176,2.441,0.799,1.156,1.222,1.006,1.221,0.34,0.978,1.438,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,3.12,4.32,2.77,0.0,1.08,0.0,0.0,55.7
116,0.8,0.2,30.0,50.0,0.0,4.0,0.0,13.28,0.214,0.074,0.032,56.0,0.0,0.0,0.0,0.0,0.0,2.99,0.35,0.0,0.0,0.0,0.0,11.0,0.051,1.53,27.0,0.011,163.0,237.0,80.4,0.77,25.51,1.543,1.527,2.612,0.273,3.808,1.224,0.751,0.0,1.175,2.073,2.343,0.755,0.996,0.902,1.041,1.118,0.286,0.861,1.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.234,0.159,0.337,0.0,0.78,0.0,0.0,75.21
128,3.0,0.8,42.0,50.0,0.0,2.0,0.0,5.799,0.124,0.044,0.008,19.0,6.0,0.0,0.0,0.0,0.0,1.17,0.217,0.0,0.0,0.0,0.0,14.0,0.039,0.97,33.0,0.019,217.0,237.0,65.7,0.48,23.62,1.428,1.413,2.419,0.253,3.526,1.134,0.695,0.0,1.088,1.92,2.169,0.699,0.922,0.835,0.964,1.035,0.265,0.797,1.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.792,0.784,1.109,0.0,0.63,0.0,0.0,74.02
276,24.0,12.0,213.0,59.0,0.0,5.0,0.0,2.546,0.0,0.118,0.072,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.11,0.0,0.0,0.0,0.0,162.0,0.058,5.9,18.0,0.012,337.0,288.0,20.1,3.72,14.97,0.0,1.063,0.0,0.0,0.0,0.0,0.525,0.0,0.838,1.138,1.138,0.419,0.584,0.0,0.0,0.525,0.0,0.0,0.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.54,11.79,8.45,0.76,0.0,1.21,0.0,0.0,58.68
44,0.7,0.2,3.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,33.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.221,0.223,0.112,0.0,1.2,0.0,0.0,88.6
366,1.5,0.3,0.0,2.0,10.4,170.0,140.0,5.953,0.248,0.445,0.736,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.037,0.0,0.0,0.05,0.3,20.0,0.188,5.06,25.0,0.818,107.0,149.0,14.6,1.02,9.71,0.29,0.367,0.397,0.243,2.958,0.33,0.197,0.0,0.327,0.627,0.26,0.15,0.399,1.01,0.413,0.264,0.113,0.127,0.39,76.22,2.4,0.49,0.03,0.0,0.03,0.0,0.23,0.2,1.48,0.302,0.193,0.845,0.0,0.58,0.0,0.0,12.01
401,5.5,0.6,0.0,454.0,13.4,667.0,648.0,17.8,0.0,1.25,1.223,2731.0,806.0,4.0,16.0,28.0,445.0,9.67,2.64,0.0,183.0,1.22,3.0,23.0,0.59,34.82,50.0,1.278,156.0,209.0,7.3,5.03,7.12,0.46,0.24,0.48,0.11,1.89,0.27,0.18,0.0,0.26,0.8,0.12,0.1,0.39,0.49,0.38,0.24,0.09,0.21,0.34,81.19,4.2,19.79,0.57,0.0,0.9,0.16,1.5,16.67,5.46,0.64,2.831,1.307,0.0,1.22,0.0,0.0,5.0
28,0.2,0.0,0.0,1.0,13.5,23.0,0.0,0.383,0.049,0.09,0.035,419.0,21.0,55.0,224.0,0.0,508.0,0.0,0.06,4.1,0.0,0.04,38.1,42.0,0.059,0.66,19.0,0.288,29.0,159.0,0.4,0.24,1.49,0.068,0.06,0.208,0.014,0.153,0.053,0.028,0.0,0.054,0.091,0.072,0.018,0.054,0.055,0.081,0.065,0.016,0.034,0.073,6.45,3.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.044,0.008,0.083,0.0,0.47,0.0,0.0,91.42
274,12.0,5.8,30.0,615.0,15.7,90.0,50.0,3.763,0.45,0.333,0.323,511.0,117.0,1.0,87.0,0.0,45.0,0.4,0.119,3.1,0.0,0.67,8.3,238.0,0.081,2.04,22.0,0.351,249.0,229.0,16.0,1.49,12.23,0.382,0.44,0.812,0.0,3.393,0.306,0.315,0.0,0.573,1.07,0.593,0.268,0.64,1.739,0.583,0.392,0.124,0.401,0.707,30.0,1.7,2.9,0.67,0.13,0.4,0.6,1.1,0.0,11.63,5.825,2.771,1.547,0.0,2.76,0.0,0.0,43.37
138,3.3,1.1,4.0,633.0,0.0,21.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,67.0,0.0,0.7,0.0,0.0,98.0,176.0,0.0,0.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,7.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.1,1.0,0.7,0.0,3.2,0.0,0.0,65.5
69,2.0,0.6,7.0,35.0,4.3,18.0,2.0,1.37,0.0,0.07,0.02,2496.0,138.0,536.0,1195.0,8.0,116.0,0.1,0.04,2.3,0.0,0.3,6.2,11.0,0.1,0.61,4.0,0.0,44.0,153.0,5.1,0.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.4,1.42,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.597,0.895,0.418,0.0,0.74,0.0,0.0,83.4
16,0.2,0.0,0.0,240.0,3.8,10.0,0.0,1.082,0.023,0.031,0.051,1917.0,96.0,12.0,994.0,300.0,31.0,0.0,0.108,41.2,0.0,1.08,3.4,8.0,0.044,0.52,7.0,0.097,13.0,72.0,0.2,0.05,0.95,0.025,0.034,0.272,0.018,0.202,0.027,0.016,0.0,0.02,0.034,0.034,0.005,0.048,0.023,0.048,0.039,0.011,0.009,0.029,3.31,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.027,0.012,0.099,0.0,0.86,0.0,0.0,94.7
132,0.3,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.0,9.0,0.024,0.4,5.0,0.0,9.0,69.0,1.7,0.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42,2.5,37.81,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.016,0.042,0.151,0.0,0.18,0.0,0.0,45.8
54,3.8,1.0,4.0,327.0,0.0,0.0,0.0,0.668,0.1,0.046,0.01,465.0,23.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,12.0,0.1,0.36,4.0,0.1,11.0,63.0,0.0,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.98,1.65,0.95,0.0,0.6,0.0,0.0,90.0
348,6.8,0.7,0.0,378.0,0.0,182.0,0.0,9.1,0.0,0.8,0.69,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.9,10.9,0.0,0.0,0.0,182.0,0.0,8.19,58.0,0.0,182.0,385.0,0.0,6.8,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,18.2,22.1,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.69,3.3,1.7,0.0,3.0,0.0,0.0,2.79
156,1.5,0.0,0.0,4.0,13.0,38.0,18.0,2.657,0.26,0.133,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.2,11.0,0.18,1.58,41.0,0.986,97.0,71.0,30.7,1.02,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.87,4.5,0.65,0.07,0.0,0.07,0.0,0.4,0.1,1.48,0.0,0.0,0.0,0.0,0.49,0.0,0.0,61.49
487,23.0,6.9,0.0,414.0,49.1,55.0,33.0,3.413,0.644,0.528,0.357,473.0,142.0,0.0,0.0,0.0,9.0,0.25,0.32,0.3,0.0,6.89,11.7,57.0,0.339,1.44,102.0,1.157,272.0,390.0,10.0,1.77,9.14,0.404,0.784,0.977,0.158,2.122,0.488,0.239,0.0,0.358,0.698,0.397,0.131,0.471,0.525,0.447,0.312,0.106,0.277,0.429,61.14,2.9,33.14,0.0,0.0,0.0,0.0,0.0,0.0,22.86,6.857,9.083,5.141,0.0,2.76,0.0,0.0,3.7
27,0.3,0.1,0.0,18.0,7.5,8.0,0.0,0.81,0.355,0.022,0.038,110.0,6.0,15.0,59.0,0.0,0.0,0.0,0.099,3.5,0.0,0.12,0.8,21.0,0.035,0.34,11.0,0.109,14.0,117.0,0.3,0.2,0.66,0.025,0.033,0.064,0.005,0.105,0.022,0.011,0.0,0.024,0.034,0.022,0.007,0.024,0.021,0.024,0.018,0.009,0.02,0.026,6.46,1.4,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.062,0.022,0.126,0.0,0.32,0.0,0.0,92.3
470,18.0,13.0,1.0,314.0,0.0,72.0,0.0,2.1,0.0,0.2,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,72.0,219.0,0.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,1.9,39.2,0.0,0.0,0.0,0.0,0.0,0.0,17.8,12.9,1.5,2.8,0.0,0.0,0.0,0.0,2.0
239,14.0,3.2,117.0,625.0,0.0,0.0,0.0,4.993,1.202,0.213,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.221,0.0,0.0,0.0,0.0,29.0,0.08,0.97,23.0,0.135,211.0,250.0,25.5,1.96,22.3,1.256,1.247,1.498,0.255,5.156,1.853,0.525,0.605,0.647,1.344,0.957,0.319,0.843,1.769,0.859,0.727,0.169,0.675,0.803,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22,3.24,5.115,4.29,0.0,2.49,0.0,0.0,55.6
21,0.1,0.0,0.0,1173.0,6.8,10.0,0.0,0.8,0.034,0.05,0.02,721.0,36.0,14.0,410.0,30.0,444.0,0.0,0.153,68.0,0.0,0.69,8.7,7.0,0.101,0.5,14.0,0.138,17.0,187.0,0.3,0.17,0.9,0.037,0.043,0.129,0.017,0.119,0.033,0.018,0.0,0.029,0.047,0.04,0.011,0.028,0.039,0.036,0.033,0.012,0.019,0.038,5.1,1.3,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.006,0.055,0.0,1.4,0.0,0.0,92.5
201,13.0,4.4,59.0,82.0,58.4,0.0,0.0,7.413,0.67,0.203,0.615,16.0,5.0,0.0,0.0,0.0,0.0,0.43,0.336,0.0,11.0,0.16,0.0,9.0,0.054,0.48,23.0,0.0,203.0,345.0,41.3,1.31,21.14,1.211,1.362,1.977,0.238,3.229,0.955,0.86,0.004,1.001,1.74,1.88,0.579,0.878,0.855,0.883,0.929,0.252,0.837,1.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96,4.413,5.349,2.05,0.0,1.03,0.0,0.0,65.15
